"year","denomination_id","name","short_name","family_census","family_arda","family_relec","id"
1926,"1-4-7","Colored Methodist Episcopal Church","Colored Methodist Episcopal Church","Methodist bodies","Methodist/Pietist","Methodist",162
1926,"1-4-4","Colored Methodist Protestant Church","Colored Methodist Protestant Church","Methodist bodies","Methodist/Pietist","Methodist",159
1926,"0-2-4","Colored Primitive Baptists","Colored Primitive Baptists","Baptist bodies","Baptist","Baptist",28
1926,"1-3-2","Conference of the Defenseless Mennonites of North America","Conference of the Defenseless Mennonites of North America","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",144
1926,"0-5-9","Congregational Churches","Congregational Churches",,"Congregationalists","Congregational",68
1926,"2-3-0","Congregational Holiness Church","Congregational Holiness Church",,"Pentecostal","Pentecostal",69
1926,"1-3-9","Congregational Methodist Church","Congregational Methodist Church","Methodist bodies","Methodist/Pietist","Methodist",152
1926,"1-2-0","Conservative American Mennonite Church","Conservative American Mennonite Church","Mennonite bodies",,"Mennonite",132
1926,"1-6-3","Cumberland Presbyterian Church","Cumberland Presbyterian Church","Presbyterian bodies","Presbyterian-Reformed","Presbyterian",179
1926,"1-0-9","Danish Evangelical Lutheran Church in America","Danish Evangelical Lutheran Church in America","Lutherans","Lutheran","Lutheran",119
1926,"1-2-6","Defenseless Mennonites","Defenseless Mennonites","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",138
1926,"0-6-0","Disciples of Christ","Disciples of Christ",,"Restorationist","Restorationist",70
1926,"2-3-2","Divine Science Church","Divine Science Church",,"Christian Science","New Thought",71
1926,"0-2-2","Duck River and Kindred Associations of Baptists (Baptist Church of Christ)","Duck River and Kindred Associations of Baptists","Baptist bodies","Baptist","Baptist",26
1926,"0-6-8","Evangelical Church","Evangelical Church",,"Methodist/Pietist","Methodist",79
1926,"1-9-6","Evangelical Congregational Church","Evangelical Congregational Church",,"Methodist/Pietist","Methodist",80
1926,"1-0-3","Evangelical Lutheran Augustana Synod of North America","Evangelical Lutheran Augustana Synod","Lutherans","Lutheran","Lutheran",109
1926,"1-0-6","Evangelical Lutheran Church in America (Eielsen Synod)","Evangelical Lutheran Church in America (Eielsen Synod)","Lutherans","Lutheran","Lutheran",117
1926,"2-1-6","Evangelical Lutheran Jehovah Conference","Evangelical Lutheran Jehovah Conference","Lutherans",,"Lutheran",127
1926,"1-0-0","Evangelical Lutheran Joint Synod of Ohio and Other States","Evangelical Lutheran Joint Synod of Ohio and Other States","Lutherans","Lutheran","Lutheran",115
1926,"1-1-5","Evangelical Lutheran Synodical Conference of America: Evangelical Lutheran Joint Synod of Wisconsin and Other States","Evangelical Lutheran Joint Synod of Wisconsin and Other States","Lutherans","Lutheran","Lutheran",111
1926,"1-1-4","Evangelical Lutheran Synodical Conference of America: Evangelical Lutheran Synod of Missouri, Ohio, and Other States","Evangelical Lutheran Synod of Missouri, Ohio, and Other States","Lutherans","Lutheran","Lutheran",110
1926,"1-1-7","Evangelical Lutheran Synodical Conference of America: Norwegian Synod of the American Evangelical Lutheran Church","Norwegian Synod of the American Evangelical Lutheran Church","Lutherans","Lutheran","Lutheran",113
1926,"1-1-6","Evangelical Lutheran Synodical Conference of America: Slovak Evangelical Lutheran Synod of the United States of America","Slovak Evangelical Lutheran Synod of the United States","Lutherans","Lutheran","Lutheran",112
1926,"1-0-1","Evangelical Lutheran Synod of Iowa and Other States","Evangelical Lutheran Synod of Iowa and Other States","Lutherans","Lutheran","Lutheran",118
1926,"0-9-0","Evangelical Synod of North America","Evangelical Synod of North America",,"Reformed/Presbyterian","Reformed",81
1926,"1-5-2","Evangelical Unity of Bohemian and Moravian Brethren in North America","Evangelical Unity of Bohemian and Moravian Brethren","Moravian bodies","Methodist/Pietist","Moravian",167
1926,"2-2-4","Federated Churches","Federated Churches",,"Other Groups","Other groups",93
1926,"1-1-3","Finnish Apostolic Lutheran Church","Finnish Apostolic Lutheran Church","Lutherans","Lutheran","Lutheran",125
1926,"1-1-1","Finnish Evangelical Lutheran Church of America, or Suomi Synod","Finnish Evangelical Lutheran Church of America","Lutherans","Lutheran","Lutheran",121
1926,"1-1-2","Finnish Evangelical Lutheran National Church of America","Finnish Evangelical Lutheran National Church of America","Lutherans","Lutheran","Lutheran",124
1926,"0-8-5","Free Christian Zion Church of Christ","Free Christian Zion Church of Christ",,"Methodist/Pietist","Holiness",94
1926,"2-4-2","Free Church of God in Christ","Free Church of God in Christ",,"Pentecostal","Pentecostal",95
1926,"1-7-6","Free Magyar Reformed Church in America","Free Magyar Reformed Church in America","Reformed bodies"," Presbyterian-Reformed","Reformed",191
1926,"1-4-0","Free Methodist Church of North America","Free Methodist Church of North America","Methodist bodies","Holiness","Methodist",153
1926,"0-1-5","Free Will Baptists","Free Will Baptists","Baptist bodies","Baptist","Baptist",19
1926,"0-1-7","Free Will Baptists (Bullockites)","Free Will Baptists (Bullockites)","Baptist bodies","Baptist","Baptist",21
1926,"0-8-9","Friends (Primitive)","Friends (Primitive)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",99
1926,"0-1-8","General Baptists","General Baptists","Baptist bodies","Baptist","Baptist",22
1926,"0-5-6","General Church of the New Jerusalem","General Church of the New Jerusalem","Churches of the New Jerusalem"," Spiritualist","Swedenborgian",65
1926,"1-2-5","General Conference of the Mennonite Church of North America","General Conference of the Mennonite Church of North America","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",137
1926,"0-5-5","General Convention of the New Jerusalem in the United States of America","General Convention of the New Jerusalem in the United States","Churches of the New Jerusalem"," Spiritualist","Swedenborgian",64
1926,"0-1-2","General Six Principle Baptists","General Six Principle Baptists","Baptist bodies","Baptist","Baptist",17
1926,"0-6-3","Greek Orthodox Church (Hellenic)","Greek Orthodox Church (Hellenic)","Eastern Orthodox Churches","Eastern Liturgical Family (Orthodox)","Orthodox",74
1926,"0-7-7","Hephzibah Faith Missionary Association","Hephzibah Faith Missionary Association","Evangelistic associations","Other Groups","Holiness",87
1926,"0-9-1","Holiness Church","Holiness Church",,,"Holiness",100
1926,"0-7-8","Holiness Methodist Church","Holiness Methodist Church","Methodist bodies","Holiness","Methodist",155
1926,"1-1-9","Hutterian Brethren, Mennonites","Hutterian Brethren, Mennonites","Mennonite bodies","Communal","Mennonite",131
1926,,"Icelandic Evangelical Lutheran Synod in North America","Icelandic Evangelical Lutheran Synod in North America","Lutherans","Lutheran","Lutheran",120
1926,"2-2-8","Independent African Methodist Episcopal Church","Independent African Methodist Episcopal Church","Methodist bodies",,"Methodist",165
1926,,"Independent Baptist Church of America","Independent Baptist Church of America","Baptist bodies","Baptist","Baptist",30
1926,"0-9-2","Independent Churches","Independent Churches",,,"Other groups",101
1926,"2-0-1","Independent Lutheran Congregations","Independent Lutheran Congregations","Lutherans",,"Lutheran",128
1926,,"Jewish Congregations","Jewish Congregations",,"Judaism","Jewish",102
1926,"1-2-9","Krimmer Brueder-Gemeinde","Krimmer Brueder-Gemeinde","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",141
1926,"2-2-6","Liberal Catholic Church","Liberal Catholic Church",,"Other Groups","Other groups",105
1926,"2-1-3","Liberal Church of America","Liberal Church of America",,"Other Groups","Other groups",106
1926,"0-0-3","Life and Advent Union","Life and Advent Union","Adventist bodies","Adventist","Adventist",4
1926,"0-9-8","Lithuanian National Catholic Church of America","Lithuanian National Catholic Church of America",,"Western Liturgical (Catholicism)","Other groups",107
1926,"1-0-5","Lutheran Free Church","Lutheran Free Church","Lutherans","Lutheran","Lutheran",122
1926,"1-0-2","Lutheran Synod of Buffalo","Lutheran Synod of Buffalo","Lutherans","Lutheran","Lutheran",116
1926,"1-2-8","Mennonite Brethren Church of North America","Mennonite Brethren Church of North America","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",140
1926,"1-2-7","Mennonite Brethren in Christ","Mennonite Brethren in Christ","Mennonite bodies","Holiness","Mennonite",139
1926,"1-1-8","Mennonite Church","Mennonite Church","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",130
1926,"1-3-0","Mennonite Kleine Gemeinde","Mennonite Kleine Gemeinde","Mennonite bodies",,"Mennonite",142
1926,"1-3-4","Methodist Episcopal Church","Methodist Episcopal Church","Methodist bodies","Methodist/Pietist","Methodist",147
1926,"1-3-8","Methodist Episcopal Church, South","Methodist Episcopal Church, South","Methodist bodies","Methodist/Pietist","Methodist",151
1926,"1-3-5","Methodist Protestant Church","Methodist Protestant Church","Methodist bodies","Methodist/Pietist","Methodist",148
1926,"0-7-9","Metropolitan Church Association","Metropolitan Church Association","Evangelistic associations","Holiness","Holiness",88
1926,"0-8-2","Missionary Bands of the World","Missionary Bands of the World","Evangelistic associations","Methodist/Pietist","Holiness",90
1926,"0-8-0","Missionary Church Association","Missionary Church Association","Evangelistic associations","Holiness","Holiness",89
1926,"1-5-1","Moravian Church in America","Moravian Church in America","Moravian bodies","Methodist/Pietist","Moravian",166
1926,"2-3-7","National Spiritual Alliance of the United States of America","National Spiritual Alliance of the United States","Spiritualists","Spiritualist","Spiritualist",202
1926,"1-8-6","National Spiritualist Association","National Spiritualist Association","Spiritualists","Spiritualist","Spiritualist",200
1926,"0-1-1-A","Negro Baptists","Negro Baptists","Baptist bodies",,"Baptist",16
1926,"2-0-4","Negro Mission of the Synodical Conference","Negro Mission of the Synodical Conference",,"Lutheran","Lutheran",129
1926,"1-5-4","New Apostolic Church","New Apostolic Church",,,"Restorationist",169
1926,"1-4-1","New Congregational Methodist Church","New Congregational Methodist Church","Methodist bodies","Methodist/Pietist","Methodist",154
1926,"2-3-5","North American Old Roman Catholic Church","North American Old Roman Catholic Church","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic",172
1926,"0-0-9","Northern Baptist Convention","Northern Baptist Convention","Baptist bodies","Baptist","Baptist",14
1926,"1-8-2","Norwegian and Danish Evangelical Free Church Association of North America","Norwegian and Danish Evangelical Free Church Association","Scandanavian Evangelical Bodies","Methodist/Pietist","Pietist",197
1926,"1-0-4","Norwegian Lutheran Church of America","Norwegian Lutheran Church of America","Lutherans","Lutheran","Lutheran",114
1926,"1-5-6","Old Catholic Church in America","Old Catholic Church in America","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic",171
1926,"0-2-7","Old German Baptist Brethren","Old German Baptist Brethren","German Baptist Brethren (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist",33
1926,"1-2-1","Old Order Amish Mennonite Church","Old Order Amish Mennonite Church","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",133
1926,"1-2-3","Old Order Mennonite Church (Wisler)","Old Order Mennonite Church (Wisler)","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",135
1926,"0-3-8","Old Order or Yorker Brethren","Old Order or Yorker Brethren","River Brethren","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist",44
1926,"0-8-8","Orthodox Conservative Friends (Wilburite)","Orthodox Conservative Friends (Wilburite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",98
1926,"2-2-9","Pentecostal Assemblies of the World","Pentecostal Assemblies of the World",,"Pentecostal","Pentecostal",174
1926,"1-6-0","Pentecostal Holiness Church","Pentecostal Holiness Church",,"Pentecostal","Pentecostal",175
1926,"0-9-3","Pilgrim Holiness Church","Pilgrim Holiness Church",,"Holiness","Holiness",176
1926,"0-8-3","Pillar of Fire","Pillar of Fire","Evangelistic associations","Holiness","Holiness",91
1926,"0-3-1","Plymouth Brethren I","Plymouth Brethren I","Plymouth Brethren","Independent Fundamentalist","Plymouth Brethren",37
1926,"0-3-2","Plymouth Brethren II","Plymouth Brethren II","Plymouth Brethren","Independent Fundamentalist","Plymouth Brethren",38
1926,"0-3-3","Plymouth Brethren III","Plymouth Brethren III","Plymouth Brethren","Independent Fundamentalist","Plymouth Brethren",39
1926,"0-3-4","Plymouth Brethren IV","Plymouth Brethren IV","Plymouth Brethren","Independent Fundamentalist","Plymouth Brethren",40
1926,"0-3-5","Plymouth Brethren V","Plymouth Brethren V","Plymouth Brethren","Independent Fundamentalist","Plymouth Brethren",41
1926,"0-3-6","Plymouth Brethren VI","Plymouth Brethren VI","Plymouth Brethren","Independent Fundamentalist","Plymouth Brethren",42
1926,"1-6-1","Polish National Catholic Church of America","Polish National Catholic Church of America",,"Western Liturgical (Catholicism)","Other groups",177
1926,"1-6-7","Presbyterian Church in the United States","Presbyterian Church in the United States","Presbyterian bodies","Presbyterian-Reformed","Presbyterian",182
1926,"1-6-2","Presbyterian Church in the United States of America","Presbyterian Church U.S.A.","Presbyterian bodies","Presbyterian-Reformed","Presbyterian",178
1926,"0-2-3","Primitive Baptists","Primitive Baptists","Baptist bodies","Baptist","Baptist",27
1926,"1-3-7","Primitive Methodist Church in the United States of America","Primitive Methodist Church in the United States","Methodist bodies","Methodist/Pietist","Methodist",150
1926,"1-8-7","Progressive Spiritual Church","Progressive Spiritual Church","Spiritualists","Spiritualist","Spiritualist",201
1926,"1-7-2","Protestant Episcopal Church","Protestant Episcopal Church",,"Anglican","Episcopalian",187
1926,"1-7-3","Reformed Church in America","Reformed Church in America","Reformed bodies"," Presbyterian-Reformed","Reformed",188
1926,"1-7-4","Reformed Church in the United States","Reformed Church in the United States","Reformed bodies"," Presbyterian-Reformed","Reformed",189
1926,"1-7-7","Reformed Episcopal Church","Reformed Episcopal Church",,"Anglican","Episcopalian",192
1926,"1-2-4","Reformed Mennonite Church","Reformed Mennonite Church","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",136
1926,"2-3-6","Reformed Methodist Church","Reformed Methodist Church","Methodist bodies","Holiness","Methodist",156
1926,"1-5-0","Reformed Methodist Union Episcopal Church","Reformed Methodist Union Episcopal Church","Methodist bodies","Methodist/Pietist","Methodist",164
1926,"1-7-1","Reformed Presbyterian Church in North America, General Synod","Reformed Presbyterian Church in North America","Presbyterian bodies","Presbyterian-Reformed","Presbyterian",186
1926,"1-4-8","Reformed Zion Union Apostolic Church","Reformed Zion Union Apostolic Church","Methodist bodies","Methodist/Pietist","Methodist",163
1926,"0-2-0","Regular Baptists","Regular Baptists","Baptist bodies","Baptist","Baptist",24
1926,"0-8-7","Religious Society of Friends (Hicksite)","Religious Society of Friends (Hicksite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",97
1926,"0-9-7","Reorganized Church of Jesus Christ of Latter Day Saints","Reorganized Church of Jesus Christ of Latter Day Saints","Latter-day Saints","Latter-day Saints  (Mormonism)","Latter Day Saints",104
1926,"1-7-8","Roman Catholic Church","Roman Catholic Church",,"Western Liturgical  (Catholicism)","Catholic",193
1926,"0-6-4","Roumanian Orthodox Church","Roumanian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical Family (Orthodox)","Orthodox",75
1926,"0-6-5","Russian Orthodox Church","Russian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical Family (Orthodox)","Orthodox",76
1926,"1-7-9","Salvation Army","Salvation Army",,"Holiness","Holiness",194
1926,"1-8-3","Schwenkfelders","Schwenkfelders",,"European Free-Church (Brethren, Mennonites, Quakers, Amish)","Other groups",198
1926,"0-1-9","Separate Baptists","Separate Baptists","Baptist bodies","Baptist","Baptist",23
1926,"0-6-6","Serbian Orthodox Church","Serbian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical Family (Orthodox)","Orthodox",77
1926,"0-0-1","Seventh-day Adventist","Seventh-day Adventist","Adventist bodies","Adventist","Adventist",2
1926,"0-1-3","Seventh Day Baptists","Seventh Day Baptists","Baptist bodies","Baptist","Baptist",18
1926,"0-2-9","Seventh Day Baptists (German, 1728)","Seventh Day Baptists (German, 1728)","German Baptist Brethren (Dunkers)","Baptist","Anabaptist",35
1926,"1-8-4","Social Brethren","Social Brethren",,"Other Groups","Other groups",199
1926,"0-8-6","Society of Friends (Orthodox)","Society of Friends (Orthodox)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",96
1926,"0-1-0","Southern Baptist Convention","Southern Baptist Convention","Baptist bodies","Baptist","Baptist",15
1926,"1-3-3","Stauffer Mennonite Church","Stauffer Mennonite Church","Mennonite bodies","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",145
1926,"1-8-1","Swedish Evangelical Free Church of the United States of America","Swedish Evangelical Free Church of the United States","Scandanavian Evangelical Bodies","Methodist/Pietist","Pietist",196
1926,"1-8-0","Swedish Evangelical Mission Covenant of America","Swedish Evangelical Mission Covenant of America","Scandanavian Evangelical Bodies","Methodist/Pietist","Pietist",195
1926,"1-7-0","Synod of the Reformed Presbyterian Church of North America","Synod of the Reformed Presbyterian Church of North America","Presbyterian bodies","Presbyterian-Reformed","Presbyterian",185
1926,"0-6-7","Syrian Orthodox Church","Syrian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical Family (Orthodox)","Orthodox",78
1926,"1-8-8","Temple Society of America","Temple Society of America",,"Communal","Other groups",203
1926,"0-2-8","The Brethren Church (Progressive Dunkers)","The Brethren Church (Progressive Dunkers)","German Baptist Brethren (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist",34
1926,"2-3-1","The (Original) Church of God","The (Original) Church of God",,"Pentecostal","Pentecostal",173
1926,"1-9-0","Theosophical Society of New York, Independent","Theosophical Society of New York, Independent","Theosophical societies",,"Theosophical",205
1926,"0-2-5","Two-Seed-in-the-Spirit Predestinarian Baptists","Two-Seed-in-the-Spirit Predestinarian Baptists","Baptist bodies","Baptist","Baptist",29
1926,"2-2-7","Unaffiliated Mennonite Congregations","Unaffiliated Mennonite Congregations","Mennonite bodies",,"Mennonite",146
1926,"1-4-5","Union American Methodist Episcopal Church","Union American Methodist Episcopal Church","Methodist bodies","Methodist/Pietist","Methodist",160
1926,"1-9-3","Unitarians","Unitarians",,"Liberal","Other groups",207
1926,"0-1-6","United American Free Will Baptist Church (Colored)","United American Free Will Baptist Church (Colored)","Baptist bodies","Baptist","Baptist",20
1926,"0-2-1","United Baptists","United Baptists","Baptist bodies","Baptist","Baptist",25
1926,"2-1-7","United Christian Church","United Christian Church","United Brethren bodies","Methodist/Pietist","United Brethren",210
1926,"1-0-8","United Danish Evangelical Lutheran Church in America","United Danish Evangelical Lutheran Church in America","Lutherans","Lutheran","Lutheran",123
1926,"0-9-9","United Lutheran Church in America","United Lutheran Church in America","Lutherans","Lutheran","Lutheran",108
1926,"1-6-6","United Presbyterian Church of North America","United Presbyterian Church of North America","Presbyterian bodies","Presbyterian-Reformed","Presbyterian",181
1926,"0-5-8","United Society of Believers (Shakers)","United Society of Believers (Shakers)","Communistic societies","Communal","Communitarian Societies",67
1926,"0-3-9","United Zion’s Children","United Zion’s Children","River Brethren","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist",45
1926,"1-9-2","Universal Brotherhood and Theosophical Society","Universal Brotherhood and Theosophical Society","Theosophical societies",,"Theosophical",206
1926,"1-9-7","Universalist Church","Universalist Church",,"Liberal","Other groups",211
1926,"1-9-8","Vedanta Society","Vedanta Society",,"Other Groups","Other groups",212
1926,"1-9-9","Volunteers of America","Volunteers of America",,"Holiness","Other groups",213
1926,"1-3-6","Wesleyan Methodist Connection (or Church) of America","Wesleyan Methodist Connection","Methodist bodies","Holiness Family","Methodist",149
1936,,"Advent Christian Church","Advent Christian Church","Adventist","Adventist","Adventist",459
1936,,"African Methodist Episcopal Church","African Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist",460
1936,,"African Methodist Episcopal Zion Church","African Methodist Episcopal Zion Church","Methodist","Methodist/Pietist","Methodist",461
1936,,"African Orthodox Church","African Orthodox Church","African Orthodox Church","Eastern Liturgical (Orthodox)","Orthodox",462
1936,,"African Union Methodist Protestant Church","African Union Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist",463
1936,,"Albanian Orthodox Church","Albanian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Eastern Orthodox",464
1936,,"Amana Church Society","Amana Church Society","Amana Church Society","Communal ","Communitarian Societies",465
1936,,"American Baptist Association","American Baptist Association","Baptist","Baptist","Baptist",466
1936,,"American Catholic Church","American Catholic Church","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic",467
1936,,"American Ethical Union","American Ethical Union","American Ethical Union","Liberal","Other Groups",468
1936,,"American Holy Orthodox Catholic Apostolic Eastern Church","American Holy Orthodox Catholic Apostolic Eastern Church","Eastern Orthodox Churches ","Eastern Liturgical (Orthodox)","Orthodox",469
1936,,"American Lutheran Church","American Lutheran Church","Lutheran","Lutheran","Lutheran",470
1936,,"American Old Catholic Church (Incorporated)","American Old Catholic Church (Incorporated)","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic Churches in America",471
1936,,"American Rescue Workers","American Rescue Workers","American Rescue Workers ","Holiness","Holiness",472
1936,,"Apostolic Christian Church","Apostolic Christian Church","Evangelistic associations","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists",473
1936,,"Apostolic Christian Church (Nazarean)","Apostolic Christian Church (Nazarean)","Evangelistic associations","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists",474
1936,,"Apostolic Episcopal Church (The Holy Eastern Catholic and Apostolic Orthodox Church)","Apostolic Episcopal Church (The Holy Eastern Catholic and Apostolic Orthodox Church)","Eastern Orthodox Churches ",,"Eastern Orthodox",475
1936,,"Apostolic Faith Mission","Apostolic Faith Mission","Evangelistic associations","Pentecostal","Pentecostal",476
1936,,"Apostolic Methodist Church","Apostolic Methodist Church","Methodist",,"Other Groups",477
1936,,"Apostolic Overcoming Holy Church of God","Apostolic Overcoming Holy Church of God","Apostolic Overcoming Holy Church of God","Pentecostal","Pentecostal",478
1936,,"Assemblies of God, General Council","Assemblies of God, General Council","Assemblies of God, General Council","Pentecostal","Pentecostal",479
1936,,"Assyrian Jacobite Apostolic Church","Assyrian Jacobite Apostolic Church","Assyrian Jacobite Apostolic Church","Eastern Liturgical (Orthodox)","Orthodox",480
1936,,"Baha'is","Baha'is","Baha'is","Other Groups","Other Groups",481
1936,,"Bohemian and Moravian Brethren Churches","Bohemian and Moravian Brethren Churches","Moravian","Moravian","Moravian",482
1936,,"Brethren in Christ","Brethren in Christ","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist",483
1936,,"Buddhist Mission of North America","Buddhist Mission of North America","Buddhist Mission of North America","Other Groups","Buddhist",484
1936,,"Bulgarian Orthodox Church","Bulgarian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",485
1936,,"Calvary Pentecostal Church","Calvary Pentecostal Church","Pentecostal","Pentecostal","Pentecostal",486
1936,,"Catholic Apostolic Church","Catholic Apostolic Church","Catholic Apostolic Church","Other Groups","Catholic",487
1936,,"Central Conference of Mennonites","Central Conference of Mennonites","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",488
1936,,"Christadelphians","Christadelphians","Christadelphians","Other Groups","Restorationist",490
1936,,"Christian Congregation","Christian Congregation","Evangelistic associations","Restoration","Restorationist",491
1936,,"Christian Nation Church","Christian Nation Church","Christian Nation Church","Holiness","Holiness",492
1936,,"Christian Reformed Church","Christian Reformed Church","Reformed","Reformed/Presbyterian","Reformed",493
1936,,"Christian Union","Christian Union","Christian Union","Other Groups","Restorationist",494
1936,,"Christian Unity Baptist Association","Christian Unity Baptist Association","Baptist","Baptist","Baptist",495
1936,,"Christ's Sanctified Holy Church (Colored)","Christ's Sanctified Holy Church (Colored)","Christ's Sanctified Holy Church (Colored)","Holiness","Holiness",489
1936,,"Churches of Christ","Churches of Christ","Churches of Christ","Restoration","Restorationists",528
1936,,"Churches of Christ in Christian Union of Ohio","Churches of Christ in Christian Union of Ohio","Churches of Christ in Christian Union of Ohio","?","Holiness",529
1936,,"Churches of God, Holiness","Churches of God, Holiness","Churches of God, Holiness","Holiness","Holiness",530
1936,,"Church of Armenia in America","Church of Armenia in America","Church of Armenia in America","Eastern Liturgical (Orthodox)","Orthodox",496
1936,,"Church of Christ (Holiness) U.S.A.","Church of Christ (Holiness) U.S.A.","Church of Christ (Holiness) U.S.A.","Holiness","Holiness",497
1936,,"Church of Christ, Scientist","Church of Christ, Scientist","Church of Christ, Scientist","Christian Science","Christian Science ",499
1936,,"Church of Christ (Temple Lot)","Church of Christ (Temple Lot)","Latter-day Saints","Latter-day Saints","Latter Day Saints",498
1936,,"Church of Daniel's Band","Church of Daniel's Band","Evangelistic associations","Methodist/Pietist","Holiness",500
1936,,"Church of Eternal Life","Church of Eternal Life","Church of Eternal Life",,"Spiritualist",501
1936,,"Church of God","Church of God","Churches of God","?","Pentecostal",502
1936,,"Church of God (Adventist)","Church of God (Adventist)","Adventist","Adventist","Adventist",503
1936,,"Church of God and Saints of Christ","Church of God and Saints of Christ","Church of God and Saints of Christ","Other Groups","Other Groups",509
1936,,"Church of God (Apostolic)","Church of God (Apostolic)","Evangelistic associations","Pentecostal","Pentecostal",504
1936,,"Church of God as Organized by Christ","Church of God as Organized by Christ","Evangelistic associations","Other Groups","Other Groups",510
1936,,"Church of God (Headquarters, Anderson, Ind.)","Church of God (Headquarters, Anderson, Ind.)","Churches of God","Holiness","Holiness",505
1936,,"Church of God in Christ","Church of God in Christ","Church of God in Christ","Pentecostal","Pentecostal",511
1936,,"Church of God in Christ (Mennonite)","Church of God in Christ (Mennonite)","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",512
1936,,"Church of God in Christ (Pentecostal)","Church of God in Christ (Pentecostal)","Pentecostal","Pentecostal","Pentecostal",513
1936,,"Church of God (New Dunkers)","Church of God (New Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptist",506
1936,,"Church of God (Oregon, Ill.)","Church of God (Oregon, Ill.)","Adventist","Adventist","Adventist",507
1936,,"Church of God (Salem, W. Va.)","Church of God (Salem, W. Va.)","Churches of God","Adventist","Adventist",508
1936,,"Church of Jesus Christ (Bickertonites)","Church of Jesus Christ (Bickertonites)","Latter-day Saints","Latter-day Saints","Latter Day Saints",514
1936,,"Church of Jesus Christ (Cutlerites)","Church of Jesus Christ (Cutlerites)","Latter-day Saints","Latter-day Saints","Latter Day Saints",515
1936,,"Church of Jesus Christ of Latter-day Saints","Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter Day Saints","Latter Day Saints",518
1936,,"Church of Jesus Christ (Strangites)","Church of Jesus Christ (Strangites)","Latter-day Saints","Latter-day Saints","Latter Day Saints",516
1936,,"Church of Jesus Christ (Temple Lot)","Church of Jesus Christ (Temple Lot)","Latter-day Saints","Latter-day Saints","Latter Day Saints",517
1936,,"Church of the Brethren (Conservative Dunkers)","Church of the Brethren (Conservative Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists",519
1936,,"Church of the Full Gospel, Inc.","Church of the Full Gospel, Inc.","Church of the Full Gospel, Inc. ","Pentecostal","Pentecostal",520
1936,,"Church of the Gospel","Church of the Gospel","Church of the Gospel","Holiness ","Holiness",521
1936,,"Church of the Living God, Christian Workers for Fellowship","Church of the Living God, Christian Workers for Fellowship","Churches of the Living God","Holiness ","Pentecostal",522
1936,,"Church of the Lutheran Brethren of America","Church of the Lutheran Brethren of America","Lutheran","Lutheran","Lutheran",523
1936,,"Church of the Lutheran Brethren of Christ","Church of the Lutheran Brethren of Christ",,,"Lutheran?",524
1936,,"Church of the Nazarene","Church of the Nazarene","Church of the Nazarene","Holiness","Holiness",525
